product,tier_name,lowest_paid_tier_annual_price,research
Redshift,Redshift Provisioned,4757.64,"{'tier_name': ""Amazon Redshift's lowest-cost deployment option is 'Redshift Provisioned' as opposed to 'Redshift Serverless'. This is not a named subscription tier in the traditional SaaS sense, but rather a deployment model option. Source: AWS Redshift pricing page [1a42c5]."", 'lowest_paid_tier_annual_price': 'The pricing page shows Redshift Provisioned starts at $0.543 per hour. This is usage-based pricing charged hourly, not a fixed annual subscription. To convert to annual cost: $0.543/hour × 24 hours/day × 365 days/year = $4,757.64 per year [1a42c5]. Important context: This represents the minimum hourly rate for a small provisioned cluster; actual costs depend on node type, number of nodes, and usage patterns. Redshift does not offer traditional tiered subscription pricing like typical SaaS products—it uses a pay-as-you-go consumption model.'}"
Firebolt,Standard,0.0,"{'tier_name': ""Firebolt offers multiple pricing editions: Firebolt Core (free), Standard, Enterprise, and Dedicated. The lowest paid tier is 'Standard' [546cc5]. This is the fully-managed edition that starts at $0.23/FBU/hour for compute usage [546cc5]."", 'lowest_paid_tier_annual_price': ""Firebolt's Standard tier uses consumption-based pricing with no fixed annual cost. Pricing is based on storage (starting at $27.07 per TiB/month in US East) and compute usage measured in FBUs, billed hourly on a pay-as-you-go model with no upfront commitment required [fb23f3]. Since there is no fixed annual price published for the lowest paid tier and pricing is entirely usage-dependent, the answer is 0. The documentation notes that committed-use discounts and annual pricing commitments are available by contacting support, but no specific minimum annual pricing is publicly listed [fb23f3].""}"
ClickHouse Cloud,Basic,798.24,"{'tier_name': ""The lowest paid tier is named 'Basic' as confirmed by ClickHouse Cloud's billing documentation [000dbe]."", 'lowest_paid_tier_annual_price': ""The Basic tier starts from $66.52 per month according to the official ClickHouse Cloud billing overview page [000dbe]. Annual price calculated as $66.52 × 12 = $798.24. This is the minimum charge for ClickHouse Cloud's paid offerings; pricing is consumption-based with separate charges for compute and storage, but the Basic tier has a base monthly cost of $66.52 [000dbe].""}"
Motherduck,Lite,300.0,"{'tier_name': ""The lowest paid tier for Motherduck is called 'Lite' [8c5fd3, 170c99]. This is the first paid plan after the free tier, with the Business plan being the next tier up [8c5fd3]."", 'lowest_paid_tier_annual_price': 'The Lite plan costs $25 per month [170c99], which equals $300 annually when multiplied by 12 months [8c5fd3, 170c99]. This platform fee is the base monthly charge, with additional pay-as-you-go costs for compute, storage, and AI functions on top [170c99].'}"
Zapier,Professional,239.88,"{'tier_name': ""The tier name 'Professional' is the lowest paid plan (excluding free tier) according to Zapier's official pricing page [bbda47]. This plan represents the first paid option available to users."", 'lowest_paid_tier_annual_price': ""The Professional plan costs $19.99 per month when billed annually [bbda47]. Multiplying $19.99 by 12 months equals $239.88 USD annually. This information was obtained directly from Zapier's official pricing page as of 2026-01-21 [bbda47].""}"
Make,Core,108.0,"{'tier_name': ""The tier name 'Core' was obtained from Make's official pricing page at https://www.make.com/en/pricing [56ba5f]. This is the cheapest paid plan available, offering 10,000 credits/month."", 'lowest_paid_tier_annual_price': ""The Core plan costs $9 per month according to Make's official pricing page [56ba5f]. This was converted to an annual price by multiplying $9 × 12 = $108. The pricing page was accessed on 2026-01-21 and shows current pricing information.""}"
n8n Cloud,Starter,240.0,"{'tier_name': ""The lowest paid tier is named 'Starter' according to the official n8n pricing page [1c82a5]."", 'lowest_paid_tier_annual_price': 'The Starter plan costs $20 per month when billed annually, equating to $240 USD per year [1c82a5]. This information comes from the official n8n.io/pricing/ page.'}"
Pipedream,Basic,348.0,"{'tier_name': ""The lowest paid tier is called 'Basic' as shown on Pipedream's pricing page [bb66eb]. This is the cheapest tier that requires payment, as the Free tier has no cost."", 'lowest_paid_tier_annual_price': ""The Basic tier is priced at $29/month, which equals $348 when billed annually, as stated directly on Pipedream's pricing page [bb66eb].""}"
Tray.io,Pro,0.0,"{'tier_name': 'Tray.io has three tiers: Pro, Team, and Enterprise [fb25c1]. The Pro tier is the lowest paid tier among their published offerings, containing 250,000 starter task credits and 3 workspaces [fb25c1].', 'lowest_paid_tier_annual_price': 'Tray.io does not publicly display specific annual or monthly prices on their pricing page as of 2025 [d1484b]. The pricing page indicates pricing is calculated based on plan, usage (tasks), and add-ons [d1484b]. While some third-party sources mention pricing starting at $199/month or $500/month, these appear to be estimates or outdated information. The official Tray.io pricing page (tray.io/pricing) does not list specific prices, requiring customers to contact sales for quotes. Unable to confirm a definitive annual price from official sources. Assigned 0 per task instructions for pricing that cannot be publicly verified.'}"
Workato,Base Workspace,10000.0,"{'tier_name': ""The lowest paid tier is called 'Base Workspace' based on multiple independent sources consistently citing this name across 2025-2026 period. Workato's official pricing page (Document ID: 2e576d) does not publicly list specific prices and directs users to contact sales, but third-party sources including Spendflo and Lindy provide consistent information about the Base Workspace plan name."", 'lowest_paid_tier_annual_price': ""Multiple authoritative third-party sources consistently report $10,000 per year for the Base Workspace plan. Sources include Spendflo's 2025 Workato pricing guide, Lindy.ai's pricing guide, Integrate.io's Workato vs Boomi comparison, and Sage IT's comparison guide. All cite this same $10,000 annual figure for the base workspace starting price. Workato's official pricing page (Document ID: 2e576d) and documentation (Document ID: fac6ce) do not publicly disclose specific pricing amounts and require contacting sales for quotes. The $10,000 figure appears to be publicly available information from reputable third-party sources reporting on Workato's pricing as of 2025-2026, though it should be noted that Workato's official pages require direct contact for current pricing confirmation.""}"
Activepieces,Standard,60.0,"{'tier_name': ""The lowest paid tier is called 'Standard' according to the official Activepieces pricing page [63a28d]. This plan includes 10 free active flows and charges $5 per additional active flow per month."", 'lowest_paid_tier_annual_price': 'The Standard plan costs $5 per active flow per month [63a28d], which equals $60 per active flow annually (12 months × $5). The pricing page was last updated 2026-01-21 [63a28d]. Note: This is a usage-based pricing model where costs depend on the number of active flows used. The minimum annual cost would be $0 if using only the 10 free flows, but the first paid flow would cost $60/year.'}"
Intercom,Essential,348.0,"{'tier_name': ""The lowest paid tier for Intercom is called 'Essential', as confirmed on the official Intercom pricing page [5868d2]."", 'lowest_paid_tier_annual_price': ""The Essential tier is priced at $29 per seat per month when billed annually, which equals $348 per seat per year ($29 × 12 = $348) [5868d2]. This is the lowest paid tier available on Intercom's customer service platform. Note that this is a per-seat pricing model, so total costs would depend on the number of team members/seats purchased.""}"
Zendesk,Support Team,228.0,"{'tier_name': ""The lowest paid tier is named 'Support Team' as confirmed by multiple sources including Zendesk's official pricing page snippet from Google search results showing 'Support Team. Annual subscription (per agent/month). $19' and corroborated by third-party sources like Voiceflow and Desk365 that reference this as the entry-level plan [181943]."", 'lowest_paid_tier_annual_price': ""The Support Team tier costs $19 per agent/month when billed annually according to Zendesk's official pricing page. Since the task requires annual price in USD and this is per-agent pricing, the calculation is $19/month × 12 months = $228 per agent per year. This is the lowest paid tier; there is a free tier but the task specifically requests the lowest PAID tier. Note: Zendesk uses per-agent pricing model, so the total cost scales with number of agents needed [181943].""}"
Freshdesk,Growth,228.0,"{'tier_name': ""The lowest paid tier is named 'Growth' according to the official Freshdesk pricing page accessed on 2026-01-21 [85eaa9]."", 'lowest_paid_tier_annual_price': 'The Growth plan costs $19 per agent per month when billed annually [85eaa9], which equals $228 per agent per year ($19 × 12 = $228). This is the lowest paid tier; Freshdesk also offers a free plan but the task requests the lowest paid (non-free) tier. The pricing is from the official Freshdesk pricing page at https://www.freshworks.com/freshdesk/pricing/ accessed on 2026-01-21 [85eaa9].'}"
HubSpot,Starter,108.0,"{'tier_name': ""The lowest paid tier for HubSpot is called 'Starter' and is part of the Customer Platform offering [36ad10]. This is the cheapest paid plan across HubSpot's product line, which also includes Marketing Hub and individual Sales/Service Hubs that have higher starting prices."", 'lowest_paid_tier_annual_price': ""The Starter tier is priced at $9 per month per seat when billed annually [36ad10, 5bd3aa], which equals $108 per year per seat ($9 × 12 months). This pricing was confirmed from HubSpot's official Starter product page and pricing page, both dated 2026-01-21. The alternative monthly billing option is $15/month per seat, but the annual billing option at $9/month provides the lowest effective cost.""}"
Crisp,Mini,540.0,"{'tier_name': ""The tier name 'Mini' is the lowest paid plan offered by Crisp, as confirmed on their official pricing page (https://crisp.chat/en/pricing/). Crisp offers four paid tiers: Mini ($45/month), Essentials ($95/month), Plus ($295/month), and Enterprise (custom pricing), plus a free tier [5caf57]."", 'lowest_paid_tier_annual_price': ""The Mini tier costs $45 per month per workspace. The annual price is calculated as $45 × 12 months = $540 USD [5caf57]. The pricing page was last updated 2026-01-21, confirming current pricing as of the user's request date.""}"
Drift,Premium,30000.0,"{'tier_name': ""The lowest paid tier for Drift is named 'Premium' according to G2's pricing page [915f87], last updated October 9, 2024."", 'lowest_paid_tier_annual_price': ""The Premium tier costs $2,500 per month, which equals $30,000 annually, as reported on G2's pricing page [915f87]. Note that Drift's pricing appears to be non-transparent on their official website, and most current information comes from third-party review sites. The company was acquired by Salesloft, and official pricing details may require contacting sales directly.""}"
Help Scout,Standard,300.0,"{'tier_name': ""The Standard plan is Help Scout's lowest paid tier, as confirmed on their official pricing page dated 2026-01-21 [6614d3]. Other paid tiers are Plus ($45/user/month) and Pro ($75/user/month), making Standard the cheapest option excluding the free tier."", 'lowest_paid_tier_annual_price': 'The Standard plan costs $25 per user per month [6614d3]. Multiplying by 12 months yields an annual price of $300 per user. Note that Help Scout uses per-user pricing model, so the total cost depends on the number of users, but the per-user annual rate is $300 [6614d3].'}"
Front,Starter,300.0,"{'tier_name': ""The lowest paid tier is called 'Starter' as confirmed on Front's official pricing page [367376]."", 'lowest_paid_tier_annual_price': ""The Starter tier costs $25 per seat per month when billed annually [367376]. This converts to an annual price of $300 per seat ($25 × 12 months). Note that Front's pricing is per-seat, so the actual cost depends on the number of seats purchased. The figure of $300 represents the annual cost for one seat.""}"
Amplitude,Plus,582.0,"{'tier_name': ""The Plus plan is identified as Amplitude's lowest paid tier on their official pricing page. Amplitude offers four plans: Starter (free), Plus (paid), Growth (custom pricing), and Enterprise (custom pricing). The Plus plan is therefore the cheapest paid option [38f650]."", 'lowest_paid_tier_annual_price': ""The Plus plan starts at $49/month according to Amplitude's official pricing page [38f650]. To calculate the annual price: $49/month × 12 months = $582/year. This represents the base annual cost for the lowest paid tier when paid annually (note the pricing page indicates a 20% savings with annual pricing compared to monthly, so the actual annual cost if paying monthly would be higher).""}"
Mixpanel,Growth,0.0,"{'tier_name': ""Mixpanel's lowest paid tier is called 'Growth' [f8f7e4]. The Free tier includes 1 million monthly events at no cost, making it the entry-level offering. Growth is the lowest tier that requires payment beyond the free threshold [084fb0]."", 'lowest_paid_tier_annual_price': 'The Growth plan uses purely usage-based pricing with no fixed monthly or annual price [084fb0]. After 1 million free monthly events, customers pay $0.28 per 1,000 additional events [f8f7e4]. Since there is no minimum paid tier amount—customers only pay if they exceed the free 1 million events—the lowest paid tier annual price is $0, indicating the plan has no fixed minimum commitment. Reported as 0 per task instructions for variable/usage-based pricing without a set paid tier price.'}"
Segment,Team,1440.0,"{'tier_name': ""Based on Segment Connections pricing page, the lowest paid tier is named 'Team' [c62014]. This tier starts at $120/month and includes 10,000 visitors/month, 1,000,000 Reverse ETL Records, unlimited sources, and Public API Access."", 'lowest_paid_tier_annual_price': 'The Team tier costs $120/month [c62014]. Multiplied by 12 months equals $1,440 annual price. The Free tier at $0/month was excluded as it is not a paid tier. The Business tier offers custom pricing and would require sales contact.'}"
PostHog,Pay-as-you-go,0.0,"{'tier_name': ""PostHog offers a 'Pay-as-you-go' tier as its lowest paid plan option. According to the official PostHog pricing page [881ab6], there is no fixed-price named tier (such as 'Starter', 'Pro', 'Team', etc.). Instead, PostHog uses entirely usage-based pricing where the 'Pay-as-you-go' plan starts at $0/month and costs only accrue when usage exceeds the free tier limits [881ab6]."", 'lowest_paid_tier_annual_price': ""PostHog does not have a traditional paid tier with a fixed monthly or annual price. The 'Pay-as-you-go' plan starts at $0/month with usage-based pricing thereafter [881ab6]. Since there is no minimum fixed price or annual subscription cost for any paid tier, and the lowest paid tier (Pay-as-you-go) has no guaranteed cost, the annual price is reported as 0 per the task requirements for products with no traditional paid tier structure [881ab6]. The pricing page (https://posthog.com/pricing) [881ab6] confirms usage-based rates vary by product (e.g., Product Analytics at $0.00005/event after free tier) but does not impose any minimum annual charge.""}"
Heap,Growth,3600.0,"{'tier_name': ""The lowest paid tier for Heap is called 'Growth'. This was confirmed through multiple sources including the official Heap pricing page [5b38f8] which lists Free, Growth, Pro, and Premier tiers, with Growth being the first paid tier [16944f]."", 'lowest_paid_tier_annual_price': 'The Growth plan starts at $3,600 annually according to TrustRadius [16944f], which was also corroborated by G2 and other review platforms listing the same price point. The official Heap pricing page does not publicly display pricing for the Growth plan and directs users to sign up for an estimate, but third-party sources consistently report $3,600 as the starting annual price.'}"
Plausible,Starter,90.0,"{'tier_name': ""The lowest paid tier is named 'Starter' according to Plausible's pricing page [fe80f7]."", 'lowest_paid_tier_annual_price': ""The annual price for the Starter tier is $90 USD, as stated on Plausible's pricing page [fe80f7]. This represents the lowest paid tier available; no free tier exists but there is a free trial available. The price of $90/year equals $7.50/month when paid annually.""}"
Fathom,Team,168.0,"{'tier_name': ""The tier name 'Team' comes from Fathom AI's official pricing page [0e6180], which lists it as the second-lowest priced tier after the free option, at $14/month per user."", 'lowest_paid_tier_annual_price': ""The annual price of $168 is calculated from the Team tier's listed price of $14/month per user multiplied by 12 months [0e6180]. This is the per-user annual cost. Note: The Team tier requires a minimum of 2 users, so the actual minimum purchase would be $336/year, but the tier price itself is $168/year per user. The Premium tier ($16/month = $192/year) is more expensive than Team on a per-user basis, making Team the lowest paid tier. Source: https://www.fathom.ai/pricing [0e6180]""}"
Simple Analytics,Simple,180.0,"{'tier_name': ""The lowest paid tier is named 'Simple' according to the official Simple Analytics pricing page [0893d8]."", 'lowest_paid_tier_annual_price': ""The 'Simple' tier costs $15/month, which calculates to $180 annually ($15 × 12) [0893d8]. This is the lowest paid tier offered by Simple Analytics, with other paid options being the Team plan at $40/month ($480 annually) and Enterprise with custom pricing [0893d8].""}"
June.so,Pricing not publicly available,0.0,"{'lowest_paid_tier_annual_price': ""June.so does not publish specific pricing publicly. According to SaaSworthy [a2cb5a], their Premium Plans are quotation-based with no fixed public pricing. The Help Center article [312b8f] states that users need to reach out via chat with their Monthly Active User count to get a personalized estimate. The main pricing page [4f3120] does not list specific paid plan costs. Additionally, June announced it is joining Amplitude (flight date August 8, 2025) [4f3120], which may have affected their pricing structure. A 2022 blog post [b8eba8] mentioned a Free plan (up to 1,000 MAU) and a Growth Plan but did not specify prices in USD. Since no public pricing information could be determined, 0 is reported per the instructions for products where pricing isn't public."", 'tier_name': 'June.so operates on a quotation-based pricing model with tiers based on Monthly Active Users [312b8f, a2cb5a]. No specific tier names with public prices were available. The product does not appear to have published a standard pricing page with listed tier names and costs as of January 2026.'}"
Pirsch,Standard,72.0,"{'tier_name': ""The lowest paid tier for Pirsch is named 'Standard' as confirmed on their official pricing page (https://pirsch.io/pricing) last updated 2026-01-21 [0ecf44]."", 'lowest_paid_tier_annual_price': ""The Standard tier costs $6 per month, which converts to $72 annually ($6 × 12 months). This was obtained directly from Pirsch's official pricing page [0ecf44]. The page was last updated on 2026-01-21, making this current information.""}"
LaunchDarkly,Foundation,144.0,"{'tier_name': ""The lowest paid tier is 'Foundation' as confirmed on LaunchDarkly's official pricing page [810bfc]. This is the cheapest paid plan offered, with the Developer tier being free."", 'lowest_paid_tier_annual_price': ""The Foundation tier costs $12 per Service Connection per month [810bfc]. Multiplying by 12 months equals $144 per year. This is the base annual cost; actual pricing may vary based on usage of client-side MAU (which costs $10 per 1k per month), but $144 represents the minimum annual commitment for the Foundation tier. The pricing was obtained from LaunchDarkly's official pricing page at https://launchdarkly.com/pricing/ [810bfc].""}"
Split,Team,396.0,"{'tier_name': ""Split's lowest paid tier is named 'Team' according to multiple sources. The Dimmo.ai product review [252792] and Statsig comparison page [4eb722] both confirm this tier name. The free 'Developer' tier exists for up to 10 users, but this is not a paid tier."", 'lowest_paid_tier_annual_price': 'The Team plan costs $33 per user per month [252792, 4eb722]. Multiplying by 12 months yields $396 per user annually ($33 × 12 = $396). Multiple sources including Dimmo.ai, Statsig, and Userpilot consistently report the $33/user/month pricing for the Team tier. The pricing represents per-seat costs, meaning the total annual cost scales with team size, but the annual cost per seat is $396.'}"
Statsig,Pro,1800.0,"{'tier_name': ""Statsig's lowest paid tier is called 'Pro', as documented on their official pricing page [e413a1]. The pricing page also indicates a free 'Developer' tier exists, but the task requires the lowest paid (not free) tier."", 'lowest_paid_tier_annual_price': ""The Pro tier costs $150 per month [e413a1], which equals $1,800 per year ($150 × 12). This information was obtained directly from Statsig's pricing page at https://www.statsig.com/pricing, last confirmed as current in 2025. The Enterprise tier exists but has custom pricing not listed publicly.""}"
Flagsmith,Start-Up,480.0,"{'tier_name': ""The lowest paid tier is named 'Start-Up' according to Flagsmith's official pricing page [436978]."", 'lowest_paid_tier_annual_price': 'The Start-Up plan costs $40 per month, which calculates to $480 annually ($40/month × 12 months) [436978]. This is the lowest paid tier available; Flagsmith also offers a free tier with up to 50,000 requests per month for a single team member, but the Start-Up plan is the cheapest paid option.'}"
GrowthBook,Pro,480.0,"{'tier_name': ""The Pro tier is GrowthBook's lowest paid plan, found on their official pricing page dated 2026-01-21 [17b95b]. The page shows three Cloud Plans: Starter (Free), Pro (paid), and Enterprise (custom). Self-hosted options include Open Source (Free) and Enterprise (custom). Therefore, Pro is the cheapest non-free tier."", 'lowest_paid_tier_annual_price': 'GrowthBook Pro is priced at $40 per user per month according to the official pricing page [17b95b]. The annual equivalent is $40 × 12 = $480 per user per year. This is the lowest paid tier available; the Starter plan is free.'}"
DevCycle,Business,6000.0,"{'tier_name': ""The lowest paid tier is named 'Business' according to DevCycle's pricing page [06cb26]."", 'lowest_paid_tier_annual_price': ""The Business tier costs $6,000 per year (billed annually at $500 per month) as stated on DevCycle's pricing page [06cb26]. The pricing page was current as of January 21, 2026.""}"
Unleash,Self-Service,4500.0,"{'tier_name': ""The tier is called 'Self-Service' according to Unleash's official pricing page [46641e]. This is the cheapest paid plan offered by Unleash, distinct from the free 'Open Source' option."", 'lowest_paid_tier_annual_price': 'The Self-Service plan costs $75 per seat per month with a 5-seat minimum for self-hosted instances [46641e]. Annual cost calculation: 5 seats × $75/seat/month × 12 months = $4,500. This figure applies to both self-hosted and cloud-hosted deployment options, both priced identically [46641e]. There is also a Custom Enterprise tier that requires contacting sales for pricing, but the Self-Service tier is the lowest-cost paid offering with publicly available pricing.'}"
CircleCI,Performance,180.0,"{'tier_name': ""The lowest paid tier is named 'Performance' according to CircleCI's official pricing page [28a7e2]. This is the cheapest paid plan after the free tier."", 'lowest_paid_tier_annual_price': ""The Performance tier is priced at $15 per month, which converts to $180 annually ($15 × 12 months) [28a7e2]. This was confirmed from CircleCI's current pricing page dated 2026-01-21.""}"
GitHub Actions,Team,48.0,"{'tier_name': ""The Team plan is GitHub's lowest paid tier that includes GitHub Actions minutes. Source: GitHub pricing page (https://github.com/pricing), retrieved 2026-01-21, Document ID 9d70f3."", 'lowest_paid_tier_annual_price': 'The Team plan costs $4 USD per user/month according to the official GitHub pricing page. Multiplying by 12 months yields $48 USD annually. Source: GitHub pricing page (https://github.com/pricing), Document ID 9d70f3. Note: GitHub Actions is a consumption-based service with minutes included in each plan tier. The Free plan includes 2,000 minutes per month but is not a paid tier. The Team plan (lowest paid tier) includes 3,000 CI/CD minutes/month at $4/month per user ($48/year per user).'}"
Travis CI,USAGE BASED,180.0,"{'tier_name': ""The tier name 'USAGE BASED' was found on Travis CI's official pricing page as of 2026-01-21 [04179b]. This is the lowest cost paid plan tier available, with other paid options being UNLIMITED PLAN ($78+/month) and SERVER ($34/month) [04179b]."", 'lowest_paid_tier_annual_price': 'The USAGE BASED plan is priced at $15 per month according to the official Travis CI pricing page current as of 2026-01-21 [04179b]. Annual price calculated as $15 × 12 = $180. The pricing page indicates there is an 8% annual discount option available, but the base monthly rate of $15/month was used for this calculation, yielding $180 annually.'}"
Buildkite,Pro,360.0,"{'tier_name': ""The lowest paid tier is 'Pro' according to Buildkite's official pricing page [c7280c]. This tier excludes the free 'Personal' tier."", 'lowest_paid_tier_annual_price': 'Pro costs $30 USD per active user per month [c7280c]. Annualized: $30 × 12 = $360 USD per year [c7280c]. The pricing information is current as of 2026-01-21 per the source document [c7280c]. Note: This is a per-user/per-month model, so actual total costs scale with the number of active users.'}"
Semaphore,Hybrid,108.0,"{'tier_name': ""The Hybrid tier is identified as the lowest paid tier on Semaphore's pricing page. It costs $9 per user/month and includes unlimited self-hosted runners with on-demand runners starting at $0.0075/min. The Community Edition is free, and the Cloud tier is also available but Hybrid is the lowest paid option [be66ea]."", 'lowest_paid_tier_annual_price': ""Calculated from the Hybrid tier's monthly cost of $9 per user/month. Annual price = $9 × 12 months = $108 per user/year. This is the base subscription cost per user; additional usage charges for on-demand runners apply separately. Source: https://semaphore.io/pricing [be66ea].""}"
Earthly,Standard,1296.0,"{'tier_name': ""The tier name 'Standard' was found on Earthly's subscription plans page at https://earthly.org/climate-solutions/earthly-plans [6f8100], which lists it as the lowest paid tier option."", 'lowest_paid_tier_annual_price': ""The Standard plan is priced at $108.00 per month according to Earthly's official subscription plans page [6f8100]. Annual price calculated as $108.00 × 12 = $1,296.00 USD. This is the lowest paid tier available, with the next tier (Complete) costing $510.00/month.""}"
Depot,Developer,240.0,"{'tier_name': ""The tier name 'Developer' was obtained directly from Depot's pricing page at https://depot.dev/pricing, which lists this as their lowest paid plan [408d55]."", 'lowest_paid_tier_annual_price': ""The Developer plan costs $20 per month according to Depot's pricing page [408d55]. Multiplying $20 × 12 months = $240 annual price.""}"
Docker Hub,Docker Pro,108.0,"{'tier_name': 'The lowest paid tier for Docker Hub is Docker Pro, as confirmed from the official Docker pricing page [c123d9].', 'lowest_paid_tier_annual_price': 'The annual price is $108 per user, based on the annual billing option of $9 per user per month ($9 x 12 = $108). This was obtained from the official Docker pricing page updated as of 2026-01-21 [c123d9]. Docker Pro is the cheapest paid tier compared to Docker Team ($180/year) and Docker Business ($288/year).'}"
AWS ECR,No named paid tiers - Pay-as-you-go usage-based pricing,0.0,"{'tier_name': 'AWS ECR does not have traditional named pricing tiers (e.g., Basic, Pro, Standard, Enterprise). Instead, it operates on a pure usage-based pay-as-you-go model [301cbf, 516ffd].', 'lowest_paid_tier_annual_price': ""AWS ECR offers a free tier with 500 MB/month of storage for 12 months to new customers, and beyond that, customers pay only for what they use: $0.10 per GB/month for storage in private or public repositories, plus data transfer charges [301cbf, 516ffd]. Since there are no discrete named paid subscription tiers with fixed annual prices, only variable usage-based charges, the product does not have a traditional 'lowest paid tier'. Per task instructions to use 0 when there is no paid tier, the price is reported as 0. Source: AWS ECR Pricing page (https://aws.amazon.com/ecr/pricing/) as of 2026-01-21 [301cbf, 516ffd].""}"
Google Container Registry,No paid tiers (usage-based pricing only),0.0,"{'tier_name': 'Google Container Registry does not have distinct pricing tiers or plans. Instead, it uses a usage-based pay-as-you-go model where charges apply only for Cloud Storage storage costs and outbound data transfer [78b6b7]. Inbound data transfer is free. Additionally, Container Registry is deprecated and will be shut down effective March 18, 2025 [78b6b7]. Since the product has no defined paid tiers, the tier_name reflects this reality.', 'lowest_paid_tier_annual_price': 'Google Container Registry has no distinct paid tiers to report as the lowest tier. The pricing is entirely usage-based with no minimum monthly or annual fees or subscription plans [78b6b7]. Per the instructions, when a product has no paid tier, the price is reported as 0. Source: https://cloud.google.com/container-registry/pricing [78b6b7]'}"
Quay.io,Developer,180.0,"{'tier_name': 'The lowest paid tier for Quay.io is the Developer plan, identified from the official Quay.io pricing page [e2a64e].', 'lowest_paid_tier_annual_price': 'The Developer plan costs $15/month according to the Quay.io pricing page [e2a64e]. This translates to $180 annually ($15 * 12 months). The pricing page directly listed this as the lowest paid tier option.'}"
Terraform Cloud,Essentials,1.2,"{'tier_name': ""HCP Terraform (formerly Terraform Cloud) pricing uses a resource-based model rather than fixed tier pricing. The lowest paid tier is called 'Essentials' [937e94, d1491d]. There is also a Free tier that allows up to 500 managed resources at no cost, making Essentials the first paid tier."", 'lowest_paid_tier_annual_price': 'The Essentials tier is priced at $0.10 per managed resource per month [937e94, d1491d], which equals $1.20 per managed resource per year ($0.10 × 12). There is no fixed base price or minimum monthly charge for the Essentials tier [937e94]. The annual figure of $1.20 represents the cost per managed resource. The actual total cost depends on the number of resources managed; with 1 resource managed, the annual cost would be $1.20. Source: https://www.hashicorp.com/en/pricing [937e94, d1491d]'}"
Pulumi Cloud,Team,480.0,"{'tier_name': 'The Team tier is identified as the lowest paid tier for Pulumi Cloud. The Individual tier is free (not a paid tier), making Team the cheapest paid option [39e0d9].', 'lowest_paid_tier_annual_price': ""The Team tier costs $40/month according to Pulumi's official pricing page. Converting to annual: $40/month × 12 months = $480/year [39e0d9]. The pricing page confirms this is also available as an annual subscription option at $480 annually [39e0d9].""}"
Spacelift,Starter,4788.0,"{'tier_name': 'The Starter tier is the lowest paid tier offered by Spacelift, as confirmed by their official pricing page [daaafb].', 'lowest_paid_tier_annual_price': ""The Starter plan costs $399 per month, which equals $4,788 annually ($399 × 12 months). This information was obtained directly from Spacelift's official pricing page at https://spacelift.io/pricing [daaafb]. The page was accessed on 2026-01-21, confirming this is current pricing information. Other tiers (Business and Enterprise) require quote requests and are not fixed-price paid tiers.""}"
Env0,Pro,4188.0,"{'tier_name': 'The lowest paid tier is the Pro plan, as reported by SoftwareSuggest [588bdb]. Multiple independent sources including GetApp, SourceForge, and SoftwareAdvice also reference this Pro tier as the lowest paid offering.', 'lowest_paid_tier_annual_price': 'The Pro tier costs $349 per month [588bdb], which equals $4,188 annually ($349 × 12 months). Note: The official Env0 pricing page (env0.com/pricing) currently displays only the Cloud Compass tier at $1,500/month ($18,000/year), but multiple third-party aggregators consistently report Pro at $349/month as the lowest paid tier. This discrepancy suggests Env0 may have restructured their pricing focus toward enterprise offerings.'}"
Scalr,"6,000 Runs",5469.0,"{'tier_name': ""The lowest paid tier is named '6,000 Runs' based on Scalr's AWS Marketplace Annual Business Subscription offering [55b688]. This is a contract-based tier that includes 6,000 runs and 60,000 minutes."", 'lowest_paid_tier_annual_price': ""The annual price for the lowest paid tier (6,000 Runs) is $5,469.00 USD, sourced from the AWS Marketplace listing for Scalr Annual Business Subscription [55b688]. The pricing was confirmed as of December 22, 2025. Note: Scalr's main pricing page (scalr.com/pricing) does not publicly display specific paid tier prices, only indicating free plans and a vague mention of Enterprise plans [43d41c]. The AWS Marketplace listing provides the most concrete, verifiable pricing information available. Additional usage may incur extra costs at $0.99 per on-demand run [55b688].""}"
Retool,Team,120.0,"{'tier_name': ""The Team plan is Retool's lowest paid tier, found on the official pricing page at https://retool.com/pricing [31b54f]."", 'lowest_paid_tier_annual_price': 'The Team plan costs $10 per standard user per month when billed annually [31b54f], which equals $120 per year ($10 × 12 months). This is the lowest cost paid tier available, as Retool offers a free plan but this is not a paid tier. The pricing is per-user, so this represents the minimum annual cost per user on a paid plan.'}"
Appsmith,Business,180.0,"{'tier_name': ""According to Appsmith's official pricing page dated 2026-01-21, the lowest paid tier is called 'Business' [8f89d3]. The page lists three tiers: Free ($0), Business ($15/month per user), and Enterprise ($2,500/month for 100 users)."", 'lowest_paid_tier_annual_price': 'The Business tier costs $15 per month per user, which equates to $180 per year per user ($15 × 12 months) [8f89d3]. This is the lowest-cost paid tier. Note that Appsmith uses per-user pricing, so the actual cost depends on the number of users, but the rate per user annually is $180.'}"
